age,gender,school_type,parent_education,family_income,study_hours_per_day,attendance_percent,prev_gpa,assignments_completed,extracurricular_activities,internet_access,tutoring_sessions,absences,sleep_hours,final_score,grade,pass_fail,study_efficiency,attendance_risk,parental_support_index,academic_momentum,absence_severity,sleep_quality,total_support
16,Female,Private,High School,Middle,1.41,93.7,6.52,12.0,1,1,0,0.0,6.9,77.5,B,Pass,7.947019867549669,0,2,6.10924,0,0,5
17,Male,Public,Postgraduate,Middle,3.45,59.9,6.33,13.0,4,1,1,5.0,8.5,83.0,B,Pass,3.661971830985915,1,4,3.79167,1,1,8
15,Female,Public,High School,Middle,1.07,53.9,4.21,20.0,0,0,0,13.0,7.0,46.1,D,Pass,17.09401709401709,1,2,2.26919,3,1,2
16,Male,Public,Graduate,Middle,3.16,65.5,4.42,16.0,3,1,2,15.0,7.3,66.8,C,Pass,4.9079754601226995,1,3,2.8951,3,1,8
17,Female,Private,High School,High,3.13,77.5,8.24,13.0,3,1,0,0.0,6.5,100.0,A,Pass,4.024767801857585,0,3,6.386,0,0,6
18,Female,Public,No Education,Low,4.44,70.8,7.22,12.0,0,1,1,10.0,7.2,73.6,C,Pass,2.643171806167401,1,0,5.11176,2,1,4
17,Female,Public,Graduate,Middle,3.57,84.4,8.39,9.0,0,1,4,9.0,8.1,100.0,A,Pass,2.452316076294278,0,3,7.081160000000001,2,1,10
18,Male,Private,No Education,Middle,4.44,63.1,7.08,13.0,3,1,1,5.0,7.5,89.7,B,Pass,2.8634361233480177,1,1,4.46748,1,1,5
18,Male,Public,Graduate,Low,4.56,57.4,6.76,16.0,1,1,3,10.0,7.7,90.9,A,Pass,3.433476394849786,1,2,3.88024,2,1,8
15,Female,Public,Graduate,Low,6.73,57.7,3.39,20.0,0,1,1,16.0,5.0,67.0,C,Pass,2.9282576866764276,1,2,1.9560300000000002,3,0,6
16,Male,Public,Graduate,High,3.03,40.2,6.01,17.0,4,1,2,22.0,9.6,60.3,C,Pass,5.431309904153355,1,4,2.41602,3,0,9
17,Female,Public,Graduate,High,2.09,63.0,6.45,13.0,4,1,5,19.0,5.0,55.0,D,Pass,5.936073059360731,1,4,4.0635,3,0,12
15,Male,Private,High School,High,3.87,71.6,10.0,14.0,1,0,2,6.0,7.2,100.0,A,Pass,3.526448362720403,1,3,7.16,1,1,5
17,Female,Public,No Education,High,2.3,61.9,7.74,14.0,5,1,2,7.0,6.8,86.6,B,Pass,5.833333333333334,1,2,4.79106,2,0,7
18,Female,Public,Graduate,Low,5.72,100.0,9.26,16.0,2,1,0,8.0,6.9,100.0,A,Pass,2.749140893470791,0,2,9.26,2,0,5
16,Male,Private,Graduate,Middle,3.08,92.1,7.58,19.0,1,1,2,0.0,8.0,100.0,A,Pass,5.9748427672955975,0,3,6.981179999999999,0,1,8
17,Female,Private,Graduate,Middle,2.65,67.4,5.22,13.0,3,1,1,12.0,6.2,62.3,C,Pass,4.7272727272727275,1,3,3.5182800000000003,2,0,7
17,Male,Private,Graduate,Middle,2.79,46.0,6.71,13.0,2,1,7,25.5,6.5,64.0,C,Pass,4.498269896193771,1,3,3.0866000000000002,3,0,13
18,Female,Public,Graduate,Middle,4.58,69.7,6.93,9.0,3,0,5,13.0,5.6,75.8,B,Pass,1.9230769230769231,1,3,4.83021,3,0,8
17,Female,Public,Graduate,Middle,3.26,65.3,4.81,14.0,4,1,7,14.0,8.3,79.3,B,Pass,4.166666666666667,1,3,3.1409299999999996,3,1,13
17,Male,Private,High School,Middle,2.54,62.3,5.81,16.0,0,0,6,18.0,7.3,67.3,C,Pass,6.0606060606060606,1,2,3.6196299999999995,3,1,8
18,Male,Private,Graduate,Middle,6.0,72.0,6.13,14.0,3,1,4,11.0,7.8,97.0,A,Pass,2.295081967213115,1,3,4.4136,2,1,10
15,Male,Public,Graduate,Low,2.22,61.3,9.39,11.0,4,1,6,16.0,8.0,84.2,B,Pass,4.741379310344827,1,2,5.756069999999999,3,1,11
18,Female,Public,High School,Middle,3.55,69.4,3.0,17.0,1,0,2,7.0,9.4,58.5,D,Pass,4.657534246575342,1,2,2.0820000000000003,2,0,4
15,Male,Public,Postgraduate,Middle,4.48,68.4,8.67,11.0,3,0,7,15.0,9.2,97.5,A,Pass,2.4017467248908297,1,4,5.93028,3,0,11
16,Female,Private,Postgraduate,Middle,1.05,70.8,4.81,15.0,4,1,1,11.0,7.4,58.6,D,Pass,13.043478260869565,1,4,3.4054799999999994,2,1,8
15,Female,Public,Graduate,Low,4.22,82.6,4.03,14.0,0,1,0,0.0,7.2,81.3,B,Pass,3.2407407407407414,0,2,3.32878,0,1,5
15,Male,Public,No Education,Middle,1.92,56.6,8.62,11.0,3,0,0,14.0,6.4,65.0,C,Pass,5.445544554455446,1,1,4.87892,3,0,1
16,Male,Public,High School,Low,4.73,97.8,7.82,13.0,5,1,4,0.0,7.9,100.0,A,Pass,2.691511387163561,0,1,7.64796,0,1,8
15,Female,Private,Graduate,Middle,2.06,56.0,8.76,14.0,4,1,4,17.0,7.8,84.1,B,Pass,6.481481481481481,1,3,4.9056,3,1,10
18,Female,Private,Postgraduate,Middle,4.54,53.9,7.94,20.0,3,0,1,13.0,6.1,94.0,A,Pass,4.310344827586207,1,4,4.27966,3,0,5
15,Male,Public,High School,Middle,5.16,85.7,10.0,19.0,0,1,4,14.0,7.9,100.0,A,Pass,3.612167300380228,0,2,8.57,3,1,9
16,Male,Private,No Education,Low,4.79,66.6,7.51,13.0,3,1,7,12.0,8.2,93.0,A,Pass,2.658486707566462,1,0,5.001659999999999,2,1,10
18,Male,Private,Postgraduate,Middle,3.88,81.0,6.22,18.0,3,1,7,10.0,5.7,100.0,A,Pass,4.522613065326633,0,4,5.0382,2,0,14
16,Male,Public,High School,Middle,3.15,40.0,7.12,13.0,5,1,4,13.0,7.2,73.5,C,Pass,4.0,1,2,2.8480000000000003,3,1,9
16,Male,Public,Graduate,Middle,2.64,93.3,8.74,18.0,4,0,0,5.0,6.9,100.0,A,Pass,6.56934306569343,0,3,8.15442,1,0,3
17,Female,Public,Postgraduate,Middle,5.71,91.7,5.1,20.0,2,1,1,0.0,7.0,100.0,A,Pass,3.442340791738382,0,4,4.676699999999999,0,1,8
17,Female,Private,No Education,Middle,2.45,49.3,5.33,4.5,3,0,5,21.0,5.9,26.2,F,Fail,1.764705882352941,1,1,2.62769,3,0,6
16,Female,Public,Graduate,Middle,1.94,48.2,5.94,10.0,2,1,4,10.0,4.8,48.6,D,Pass,4.901960784313726,1,3,2.8630800000000005,2,0,10
16,Female,Public,No Education,Low,4.5,100.0,3.0,19.0,1,1,1,1.0,6.1,74.2,C,Pass,4.130434782608696,0,0,3.0,0,0,4
16,Male,Private,High School,Low,2.31,60.4,6.75,14.0,3,1,2,6.0,5.9,65.2,C,Pass,5.809128630705394,1,1,4.077,1,0,6
17,Male,Public,Graduate,Middle,2.07,58.2,3.1,10.0,2,1,0,13.0,7.4,24.9,F,Fail,4.6082949308755765,1,3,1.8042000000000002,3,1,6
17,Male,Private,High School,Middle,1.33,40.0,6.6,10.0,1,1,5,25.5,7.4,39.5,F,Fail,6.9930069930069925,1,2,2.64,3,1,10
15,Female,Public,Postgraduate,Middle,2.78,67.6,8.06,8.0,5,1,7,13.0,7.4,89.8,B,Pass,2.7777777777777777,1,4,5.44856,3,1,14
15,Female,Public,Graduate,Low,3.38,71.2,5.64,14.0,4,1,0,8.0,5.3,64.3,C,Pass,4.022988505747127,1,2,4.01568,2,0,5
16,Male,Private,High School,Low,3.86,86.8,9.52,20.0,3,0,0,0.0,5.7,100.0,A,Pass,5.05050505050505,0,1,8.263359999999999,0,0,1
18,Male,Private,High School,Middle,4.93,58.3,3.87,19.0,4,0,7,10.0,6.3,81.7,B,Pass,3.7773359840954277,1,2,2.2562100000000003,2,0,9
18,Female,Public,High School,Low,4.29,54.6,8.64,20.0,1,1,3,16.0,7.0,100.0,A,Pass,4.555808656036446,1,1,4.71744,3,1,7
17,Female,Private,High School,Middle,3.21,80.9,7.72,17.0,4,1,1,3.0,6.6,100.0,A,Pass,5.13595166163142,0,2,6.24548,1,0,6
17,Male,Private,No Education,Low,3.2,89.2,3.41,17.0,4,1,7,10.0,7.4,66.3,C,Pass,5.151515151515151,0,0,3.04172,2,1,10
17,Male,Public,High School,Middle,4.27,53.7,10.0,20.0,0,1,2,14.0,8.2,100.0,A,Pass,4.576659038901603,1,2,5.37,3,1,7
16,Female,Private,Graduate,High,5.41,96.9,6.39,18.0,1,1,4,6.0,5.8,100.0,A,Pass,3.266787658802178,0,4,6.19191,1,0,11
18,Male,Public,Graduate,Low,3.69,76.1,4.92,14.0,4,1,2,8.0,5.8,65.9,C,Pass,3.6939313984168867,0,2,3.7441199999999997,2,0,7
15,Male,Public,Graduate,Middle,2.8,89.3,3.97,17.0,2,1,1,2.0,7.2,81.2,B,Pass,5.862068965517242,0,3,3.54521,0,1,7
16,Male,Public,Graduate,Low,2.01,69.5,6.1,17.0,1,1,7,7.0,6.9,100.0,A,Pass,8.056872037914692,1,2,4.2395,2,0,12
15,Female,Private,No Education,Middle,1.33,40.0,6.27,10.0,0,1,0,13.0,7.9,34.6,F,Fail,6.9930069930069925,1,1,2.508,3,1,4
15,Female,Private,High School,Middle,4.5,75.7,6.68,14.0,3,1,7,13.0,7.0,100.0,A,Pass,3.0434782608695654,0,2,5.05676,3,1,12
16,Female,Public,Graduate,Middle,4.37,93.5,5.96,16.0,5,1,3,0.0,9.1,100.0,A,Pass,3.579418344519016,0,3,5.5725999999999996,0,0,9
15,Female,Public,Graduate,Middle,4.37,64.2,7.64,18.0,4,1,1,13.0,5.1,81.7,B,Pass,4.026845637583893,1,3,4.90488,3,0,7
18,Female,Public,No Education,High,3.31,68.6,5.8,17.0,2,1,5,7.0,8.0,84.3,B,Pass,4.9853372434017595,1,2,3.9787999999999992,2,1,10
15,Female,Public,Graduate,Low,5.61,78.7,3.02,13.0,0,1,5,1.0,7.2,81.0,B,Pass,2.276707530647986,0,2,2.37674,0,1,10
18,Female,Private,Graduate,Low,2.77,40.0,6.23,19.0,1,1,1,21.0,5.3,45.0,D,Pass,6.620209059233449,1,2,2.492,3,0,6
18,Male,Private,Graduate,High,4.93,100.0,3.0,14.0,5,0,4,0.0,4.5,85.4,B,Pass,2.7833001988071575,0,4,3.0,0,0,8
18,Male,Public,No Education,Middle,3.44,61.3,7.14,14.0,5,1,2,10.0,5.6,82.1,B,Pass,3.9548022598870056,1,1,4.3768199999999995,2,0,6
17,Male,Private,Graduate,High,2.59,79.8,4.74,11.0,4,1,2,0.0,8.5,73.5,C,Pass,4.089219330855019,0,4,3.78252,0,1,9
15,Male,Public,Graduate,Middle,4.39,76.4,6.79,20.0,0,1,4,5.0,8.3,100.0,A,Pass,4.4543429844098,0,3,5.187560000000001,1,1,10
16,Male,Private,Graduate,High,4.11,95.7,8.87,16.0,0,1,3,1.0,6.8,100.0,A,Pass,3.800475059382423,0,4,8.488589999999999,0,0,10
16,Male,Private,Graduate,Middle,4.04,82.7,4.79,13.0,2,0,0,4.0,6.6,69.0,C,Pass,3.140096618357488,0,3,3.9613300000000002,1,0,3
15,Male,Public,Graduate,Middle,3.62,71.8,8.41,17.0,3,0,6,13.0,6.0,100.0,A,Pass,4.569892473118279,1,3,6.03838,3,0,9
17,Female,Public,Graduate,High,3.44,61.4,5.72,17.0,3,0,6,12.0,6.8,72.1,C,Pass,4.80225988700565,1,4,3.5120799999999996,2,0,10
17,Female,Private,High School,Middle,7.08,97.7,9.66,18.0,3,1,0,16.0,6.4,100.0,A,Pass,2.5069637883008355,0,2,9.43782,3,0,5
18,Male,Public,Graduate,Low,5.28,52.2,5.84,19.0,5,1,5,16.0,9.1,87.5,B,Pass,3.5315985130111525,1,2,3.04848,3,0,10
15,Male,Public,Graduate,Low,4.58,87.9,4.99,13.0,5,1,3,0.0,5.5,99.9,A,Pass,2.777777777777778,0,2,4.38621,0,0,8
15,Female,Public,Graduate,Low,3.67,59.0,7.74,13.0,1,1,4,11.0,7.5,82.3,B,Pass,3.4482758620689653,1,2,4.5666,2,1,9
16,Male,Public,High School,Low,5.01,98.3,5.72,10.0,5,0,6,0.0,9.1,95.7,A,Pass,1.9569471624266146,0,1,5.6227599999999995,0,0,7
15,Male,Public,High School,Middle,4.28,79.8,4.99,11.0,5,1,1,3.0,7.9,79.1,B,Pass,2.5114155251141552,0,2,3.98202,1,1,6
17,Female,Private,Postgraduate,Middle,3.54,84.8,5.64,20.0,0,0,7,5.0,5.7,100.0,A,Pass,5.4945054945054945,0,4,4.782719999999999,1,0,11
15,Male,Private,Graduate,Middle,3.04,74.9,6.42,19.0,1,1,2,4.0,5.1,89.0,B,Pass,6.050955414012739,1,3,4.80858,1,0,8
16,Female,Public,Postgraduate,Middle,3.38,48.4,8.92,15.0,0,1,7,17.0,7.3,95.8,A,Pass,4.310344827586207,1,4,4.31728,3,1,14
18,Male,Private,Graduate,Middle,0.5,53.1,3.02,16.0,2,1,1,5.0,7.2,46.2,D,Pass,26.666666666666668,1,3,1.60362,1,1,7
16,Female,Public,Graduate,Low,3.82,86.0,6.54,14.0,2,1,2,10.0,8.5,82.0,B,Pass,3.5714285714285716,0,2,5.6244000000000005,2,1,7
16,Female,Private,Graduate,Low,2.77,75.3,7.62,13.0,1,1,1,0.0,7.7,96.0,A,Pass,4.529616724738676,0,2,5.7378599999999995,0,1,6
18,Female,Private,Postgraduate,Low,5.89,99.9,6.85,18.0,1,0,4,0.0,6.4,100.0,A,Pass,3.0050083472454094,0,3,6.8431500000000005,0,0,7
16,Male,Public,Graduate,Middle,3.53,81.1,8.86,14.0,5,0,4,2.0,6.3,100.0,A,Pass,3.856749311294766,0,3,7.185459999999999,0,0,7
16,Female,Private,Graduate,Low,1.72,55.1,6.37,12.0,2,1,3,15.0,5.4,57.9,D,Pass,6.593406593406593,1,2,3.5098700000000003,3,0,8
15,Male,Public,High School,Low,3.43,62.8,6.17,18.0,4,1,1,10.0,7.2,81.5,B,Pass,5.099150141643059,1,1,3.87476,2,1,5
15,Male,Public,Graduate,Middle,1.93,71.8,7.57,13.0,3,0,1,10.0,5.3,68.5,C,Pass,6.403940886699508,1,3,5.4352599999999995,2,0,4
18,Male,Private,Graduate,High,4.21,42.4,6.68,17.0,5,1,3,23.0,8.1,77.4,B,Pass,3.94431554524362,1,4,2.8323199999999997,3,1,10
15,Male,Public,High School,Low,3.94,100.0,5.8,18.0,3,1,3,4.0,7.7,100.0,A,Pass,4.455445544554456,0,1,5.8,1,1,7
15,Female,Public,High School,Middle,4.94,85.9,7.43,17.0,2,1,7,4.0,7.7,100.0,A,Pass,3.373015873015873,0,2,6.38237,1,1,12
16,Female,Public,High School,Middle,2.31,89.8,5.33,10.0,3,1,4,5.0,5.4,71.1,C,Pass,4.149377593360995,0,2,4.78634,1,0,9
17,Male,Private,High School,Middle,3.55,51.4,5.4,11.0,4,1,7,24.0,6.8,54.5,D,Pass,3.0136986301369864,1,2,2.7756,3,0,12
15,Male,Public,High School,High,1.45,87.5,5.55,12.0,4,1,4,8.0,6.5,60.6,C,Pass,7.741935483870967,0,3,4.85625,2,0,10
17,Female,Public,High School,Low,4.55,100.0,8.94,15.0,0,1,7,0.0,7.1,100.0,A,Pass,3.2258064516129035,0,1,8.94,0,1,11
15,Male,Private,Postgraduate,Low,4.28,57.5,3.0,16.0,1,1,5,19.0,7.6,53.4,D,Pass,3.6529680365296806,1,3,1.725,3,1,11
15,Female,Private,Graduate,High,4.24,88.8,7.21,15.0,3,1,1,5.0,6.4,100.0,A,Pass,3.456221198156682,0,4,6.40248,1,0,8
18,Male,Public,High School,Middle,3.5,75.0,6.56,20.0,4,1,7,3.0,6.4,100.0,A,Pass,5.555555555555555,0,2,4.919999999999999,1,0,12
18,Male,Public,No Education,Middle,4.12,53.7,3.47,11.0,1,0,7,13.0,7.8,53.8,D,Pass,2.6066350710900474,1,1,1.8633900000000003,3,1,8
18,Female,Public,Graduate,Middle,5.91,89.6,7.06,11.0,1,0,4,0.0,5.6,100.0,A,Pass,1.8302828618968388,0,3,6.325759999999999,0,0,7
17,Male,Public,High School,Middle,3.07,86.2,7.36,15.0,0,1,6,0.0,6.1,100.0,A,Pass,4.73186119873817,0,2,6.34432,0,0,11
16,Female,Public,Graduate,High,3.71,66.6,7.56,14.0,1,1,4,5.0,7.0,88.6,B,Pass,3.674540682414698,1,4,5.034959999999999,1,1,11
15,Male,Private,Graduate,High,1.87,87.6,3.0,13.0,1,1,1,4.0,8.1,55.0,D,Pass,6.598984771573603,0,4,2.6279999999999997,1,1,8
15,Male,Private,Graduate,Middle,2.2,46.1,8.96,15.0,5,0,3,17.0,5.8,76.8,B,Pass,6.521739130434782,1,3,4.13056,3,0,6
15,Male,Public,High School,Low,3.65,53.0,5.17,19.0,2,1,1,7.0,9.1,74.9,C,Pass,5.066666666666666,1,1,2.7401,2,0,5
17,Female,Public,Graduate,High,5.16,82.0,7.74,12.0,0,1,6,0.0,5.4,100.0,A,Pass,2.2813688212927756,0,4,6.346800000000001,0,0,13
18,Male,Private,High School,Low,3.12,74.2,7.83,12.0,0,1,0,15.0,8.9,71.0,C,Pass,3.7267080745341614,1,1,5.80986,3,1,4
16,Male,Public,Postgraduate,Low,3.15,63.2,4.92,15.0,3,0,1,12.0,8.4,51.0,D,Pass,4.615384615384615,1,3,3.10944,2,1,4
17,Male,Private,Graduate,High,2.89,85.3,7.69,16.0,1,1,0,12.0,5.3,96.2,A,Pass,5.351170568561873,0,4,6.55957,2,0,7
18,Male,Public,High School,Low,2.7,80.6,5.81,20.0,3,0,7,13.0,5.0,74.7,C,Pass,7.142857142857142,0,1,4.68286,3,0,8
17,Female,Public,High School,Low,3.94,89.2,3.0,18.0,5,1,1,7.0,7.9,68.6,C,Pass,4.455445544554456,0,1,2.676,2,1,5
16,Female,Private,High School,Low,1.25,66.4,8.6,12.0,4,1,6,10.0,6.5,76.6,B,Pass,8.888888888888888,1,1,5.710400000000001,2,0,10
18,Male,Public,Graduate,High,5.42,89.8,5.1,14.0,1,1,0,1.0,5.8,100.0,A,Pass,2.536231884057971,0,4,4.5798,0,0,7
17,Female,Private,High School,Middle,2.5,65.3,4.96,12.0,4,1,0,14.0,9.2,52.5,D,Pass,4.615384615384615,1,2,3.23888,3,0,5
16,Male,Public,Graduate,Middle,4.58,100.0,5.77,14.0,2,1,6,0.0,5.6,100.0,A,Pass,2.9914529914529915,0,3,5.77,0,0,12
15,Male,Public,High School,Low,1.6,57.1,6.99,14.0,5,1,1,10.0,6.1,65.7,C,Pass,8.235294117647058,1,1,3.9912900000000002,2,0,5
16,Male,Private,Graduate,Middle,4.5,100.0,6.4,16.0,1,1,5,0.0,6.3,100.0,A,Pass,3.4782608695652177,0,3,6.4,0,0,11
15,Female,Public,Graduate,Middle,4.51,78.5,7.49,12.0,3,1,4,6.0,4.0,100.0,A,Pass,2.6030368763557488,0,3,5.879650000000001,1,0,10
17,Female,Private,Graduate,Middle,4.08,56.1,4.09,14.0,3,1,2,19.0,7.1,45.7,D,Pass,3.349282296650718,1,3,2.2944899999999997,3,1,8
18,Female,Public,Graduate,Middle,2.01,91.0,5.16,15.0,1,1,4,9.0,5.9,83.7,B,Pass,7.109004739336493,0,3,4.6956,2,0,10
18,Female,Public,High School,Low,3.87,78.0,6.29,16.0,3,1,0,7.0,8.0,86.0,B,Pass,4.030226700251889,0,1,4.9062,2,1,4
17,Female,Private,No Education,High,1.73,82.4,9.92,14.0,1,0,7,1.0,8.1,100.0,A,Pass,7.6502732240437155,0,2,8.17408,0,1,9
18,Female,Public,Graduate,Middle,3.12,92.2,6.3,15.0,0,0,1,7.0,7.3,82.1,B,Pass,4.658385093167702,0,3,5.8086,2,1,4
18,Female,Public,High School,High,5.04,84.7,8.45,20.0,3,0,1,5.0,7.3,100.0,A,Pass,3.891050583657588,0,3,7.157149999999999,1,1,4
15,Female,Public,High School,Middle,4.7,69.7,6.57,17.0,1,1,7,7.0,7.2,100.0,A,Pass,3.541666666666667,1,2,4.57929,2,1,12
17,Female,Public,No Education,Middle,3.52,89.7,5.63,13.0,1,0,1,0.0,6.2,74.1,C,Pass,3.591160220994475,0,1,5.05011,0,0,2
16,Male,Public,High School,Middle,2.04,70.6,6.06,10.0,3,1,1,19.0,6.3,45.9,D,Pass,4.672897196261682,1,2,4.278359999999999,3,0,6
15,Female,Private,No Education,Middle,4.47,88.2,6.2,16.0,0,1,5,7.0,8.6,95.7,A,Pass,3.5010940919037203,0,1,5.4684,2,1,9
17,Female,Private,Postgraduate,High,3.53,42.8,7.59,7.0,3,1,2,21.0,7.9,64.8,C,Pass,1.928374655647383,1,5,3.2485199999999996,3,1,10
15,Female,Private,High School,Middle,0.5,72.7,8.97,10.0,1,1,3,4.0,7.2,80.2,B,Pass,16.666666666666668,1,2,6.521190000000001,1,1,8
16,Female,Private,Graduate,Low,4.67,68.9,7.15,15.0,0,1,0,10.0,7.7,82.6,B,Pass,3.1446540880503147,1,2,4.92635,2,1,5
16,Female,Private,No Education,Middle,3.46,99.7,8.64,10.0,4,0,2,0.0,6.9,95.7,A,Pass,2.8089887640449436,0,1,8.614080000000001,0,0,3
17,Female,Private,Graduate,Middle,5.3,89.8,4.76,14.0,2,1,4,7.0,7.2,99.4,A,Pass,2.592592592592593,0,3,4.27448,2,1,10
16,Female,Public,High School,Middle,1.86,73.7,5.75,15.0,3,1,3,15.0,7.7,48.8,D,Pass,7.653061224489795,1,2,4.23775,3,1,8
15,Female,Private,Postgraduate,Low,0.5,73.3,5.2,12.0,5,1,3,1.0,4.5,58.1,D,Pass,20.0,1,3,3.8116000000000003,0,0,9
16,Female,Private,Postgraduate,Middle,3.92,61.3,7.07,15.0,1,0,7,6.0,8.1,100.0,A,Pass,3.73134328358209,1,4,4.33391,1,1,11
15,Female,Public,High School,Middle,3.94,100.0,5.85,16.0,0,1,1,3.0,8.0,96.2,A,Pass,3.9603960396039604,0,2,5.85,1,1,6
15,Female,Public,Postgraduate,Middle,0.96,92.4,7.81,12.0,0,1,2,0.0,6.1,99.7,A,Pass,11.320754716981131,0,4,7.21644,0,0,9
16,Male,Public,Postgraduate,Middle,2.03,76.5,4.82,16.0,4,1,7,11.0,8.5,83.4,B,Pass,7.511737089201878,0,4,3.6873,2,1,14
17,Male,Public,Graduate,Middle,7.440000000000001,100.0,6.58,20.0,3,0,4,0.0,4.3,100.0,A,Pass,2.652519893899204,0,3,6.58,0,0,7
18,Female,Private,Graduate,Low,3.04,65.1,7.74,10.0,5,1,1,4.0,7.4,72.7,C,Pass,3.184713375796178,1,2,5.03874,1,1,6
16,Female,Public,High School,Middle,4.6,66.3,3.0,20.0,0,1,1,1.0,7.0,69.6,C,Pass,4.255319148936171,1,2,1.9889999999999999,0,1,6
15,Male,Public,Graduate,Low,2.52,72.7,10.0,14.0,4,1,6,11.0,6.6,100.0,A,Pass,5.343511450381679,1,2,7.27,2,0,11
15,Female,Private,No Education,Low,0.5,72.5,5.99,9.0,1,1,6,11.0,7.0,55.1,D,Pass,15.0,1,0,4.3427500000000006,2,1,9
16,Male,Public,No Education,Middle,3.24,68.3,3.0,10.0,4,1,6,14.0,7.7,49.7,D,Pass,2.994011976047904,1,1,2.049,3,1,10
17,Male,Public,Postgraduate,High,3.1,81.9,6.78,15.0,3,1,5,7.0,4.8,96.5,A,Pass,4.6875,0,5,5.5528200000000005,2,0,13
17,Male,Public,High School,Middle,2.9,77.8,6.56,13.0,4,1,7,0.0,8.2,100.0,A,Pass,4.333333333333333,0,2,5.10368,0,1,12
15,Male,Private,Graduate,Middle,3.33,59.5,6.35,19.0,0,1,0,15.0,6.5,74.3,C,Pass,5.53935860058309,1,3,3.77825,3,0,6
15,Male,Private,Graduate,High,3.9,84.0,8.28,14.0,0,0,3,0.0,8.2,100.0,A,Pass,3.5,0,4,6.9552,0,1,7
17,Female,Public,Postgraduate,High,3.27,87.3,7.85,12.0,2,1,4,0.0,7.8,100.0,A,Pass,3.5608308605341246,0,5,6.85305,0,1,12
18,Male,Private,Postgraduate,Low,1.6,71.9,7.04,15.0,4,1,3,0.0,6.5,100.0,A,Pass,8.823529411764705,1,3,5.0617600000000005,0,0,9
16,Female,Public,High School,High,4.23,94.5,7.31,18.0,1,0,2,0.0,6.9,100.0,A,Pass,4.157043879907621,0,3,6.90795,0,0,5
15,Female,Private,No Education,Middle,0.58,48.0,6.31,11.0,5,1,0,17.0,7.0,31.8,F,Fail,16.176470588235297,1,1,3.0288,3,1,4
15,Male,Private,High School,Middle,0.5,73.0,9.7,13.0,5,1,1,4.0,8.9,87.5,B,Pass,21.666666666666668,1,2,7.0809999999999995,1,1,6
17,Male,Private,High School,Low,4.61,60.8,3.84,16.0,3,1,0,4.0,5.6,60.6,C,Pass,3.397027600849257,1,1,2.33472,1,0,4
16,Female,Public,No Education,Middle,4.26,60.6,6.75,16.0,2,1,1,12.0,6.5,79.9,B,Pass,3.6697247706422025,1,1,4.0905000000000005,2,0,5
17,Male,Private,High School,Low,3.41,65.3,6.62,18.0,4,0,7,5.0,5.1,90.9,A,Pass,5.128205128205128,1,1,4.32286,1,0,8
16,Male,Private,Graduate,Low,1.41,54.6,7.96,14.0,1,1,6,19.0,7.1,71.7,C,Pass,9.271523178807946,1,2,4.34616,3,1,11
16,Female,Public,Graduate,Middle,2.44,63.6,4.98,13.0,2,0,0,18.0,6.3,30.4,F,Fail,5.118110236220472,1,3,3.16728,3,0,3
16,Female,Private,High School,High,3.11,70.6,3.36,18.0,0,1,1,8.0,6.4,59.7,D,Pass,5.607476635514018,1,3,2.3721599999999996,2,0,7
15,Male,Public,Graduate,High,1.11,80.4,6.78,5.0,3,1,3,13.0,8.8,59.4,D,Pass,4.132231404958677,0,4,5.45112,3,1,10
18,Female,Private,High School,Middle,2.39,66.9,7.01,19.0,4,1,6,17.0,6.0,89.5,B,Pass,7.630522088353413,1,2,4.689690000000001,3,0,11
17,Male,Public,No Education,High,4.48,54.2,9.18,11.0,5,0,6,14.0,6.8,86.8,B,Pass,2.4017467248908297,1,2,4.97556,3,0,8
18,Male,Private,Graduate,High,5.64,98.5,4.21,15.0,1,0,6,9.0,6.4,88.7,B,Pass,2.613240418118467,0,4,4.14685,2,0,10
17,Male,Public,Graduate,Middle,2.87,60.6,8.58,14.0,0,1,3,9.0,6.5,95.8,A,Pass,4.713804713804714,1,3,5.199479999999999,2,0,9
16,Female,Public,Graduate,Low,4.63,77.5,10.0,15.0,2,1,3,0.0,10.0,100.0,A,Pass,3.1712473572938693,0,2,7.75,0,0,8
15,Female,Public,No Education,Middle,0.63,73.1,5.82,14.0,3,0,3,0.0,4.9,53.2,D,Pass,19.178082191780824,1,1,4.25442,0,0,4
18,Female,Public,Graduate,High,4.49,81.0,4.18,13.0,2,0,6,2.0,7.8,79.8,B,Pass,2.8322440087145972,0,4,3.3857999999999997,0,1,10
15,Female,Public,Graduate,Middle,2.29,87.8,5.77,14.0,5,0,0,6.0,9.9,70.3,C,Pass,5.857740585774058,0,3,5.066059999999999,1,0,3
17,Female,Public,Graduate,Middle,3.96,83.6,6.53,13.0,2,1,1,0.0,8.3,98.2,A,Pass,3.201970443349754,0,3,5.45908,0,1,7
15,Male,Public,Graduate,Middle,3.13,61.0,7.51,15.0,1,1,3,8.0,7.1,98.5,A,Pass,4.643962848297214,1,3,4.5811,2,1,9
15,Male,Public,Postgraduate,Middle,5.48,100.0,5.44,17.0,0,0,0,0.0,5.6,100.0,A,Pass,3.046594982078853,0,4,5.44,0,0,4
18,Male,Public,Graduate,Middle,2.19,74.0,9.3,13.0,4,1,1,5.0,8.6,100.0,A,Pass,5.676855895196506,1,3,6.882000000000001,1,1,7
